call_number,Unnamed: 0,street_number,street_name,lat,url
19-3184,2432,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3192,2440,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3197,2445,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3205,2450,319,SOUTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=319SOUTH%20ST,%20Williamstown%20MA"
19-3213,2456,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3219,2461,151,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=151COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3222,2463,100,SOUTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=100SOUTH%20ST,%20Williamstown%20MA"
19-3223,2464,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3227,2468,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3229,2470,2267,HANCOCK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2267HANCOCK%20RD,%20Williamstown%20MA"
19-3236,2475,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3238,2477,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3240,2478,146,ADAMS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=146ADAMS%20RD,%20Williamstown%20MA"
19-3239,2479,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3244,2482,191,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=191MAIN%20ST,%20Williamstown%20MA"
19-3245,2483,33,STETSON%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=33STETSON%20RD,%20Williamstown%20MA"
19-3253,2488,620,HANCOCK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=620HANCOCK%20RD,%20Williamstown%20MA"
19-3261,2495,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3274,2504,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3276,2506,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3296,2521,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3302,2526,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3314,2537,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3321,2541,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3324,2543,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3328,2545,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3339,2554,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3343,2558,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3346,2561,249,TOWN%20OF%20WILLIAMSTOWN,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249TOWN%20OF%20WILLIAMSTOWN,%20Williamstown%20MA"
19-3350,2564,2213,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2213SPRING%20ST,%20Williamstown%20MA"
19-3358,2571,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3364,2576,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3372,2584,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3376,2588,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3380,2592,61,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=61MAIN%20ST,%20Williamstown%20MA"
19-3382,2593,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3385,2596,907,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=907MAIN%20ST,%20Williamstown%20MA"
19-3386,2597,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3390,2600,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3391,2601,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3401,2610,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3412,2620,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3415,2623,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3417,2624,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3418,2625,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3435,2641,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3436,2642,151,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=151COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3440,2643,151,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=151COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3444,2648,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3452,2655,406,SCHOOL%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20ST,%20Williamstown%20MA"
19-3462,2661,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3470,2669,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3474,2673,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3479,2677,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3495,2691,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3497,2693,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3504,2697,431,IDE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=431IDE%20RD,%20Williamstown%20MA"
19-3507,2699,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3514,2706,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3521,2713,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3525,2716,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3532,2719,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3536,2722,2095,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2095CHURCH%20ST,%20Williamstown%20MA"
19-3538,2724,123,BEE%20HILL%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=123BEE%20HILL%20RD,%20Williamstown%20MA"
19-3542,2727,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3545,2730,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3551,2733,388,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=388MAIN%20ST,%20Williamstown%20MA"
19-3552,2734,388,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=388MAIN%20ST,%20Williamstown%20MA"
19-3553,2735,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3554,2736,2095,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2095CHURCH%20ST,%20Williamstown%20MA"
19-3559,2740,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3580,2758,247,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=247SIMONDS%20RD,%20Williamstown%20MA"
19-3583,2761,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3590,2767,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3603,2779,1878,PINE%20COBBLE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1878PINE%20COBBLE%20RD,%20Williamstown%20MA"
19-3614,2785,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3615,2786,2095,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2095CHURCH%20ST,%20Williamstown%20MA"
19-3616,2787,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3617,2788,1090,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1090CHURCH%20ST,%20Williamstown%20MA"
19-3619,2790,165,ADAMS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=165ADAMS%20RD,%20Williamstown%20MA"
19-3620,2791,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3628,2799,127,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=127SPRING%20ST,%20Williamstown%20MA"
19-3636,2804,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3640,2808,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3642,2810,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3647,2814,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3649,2815,1842,STRATTON%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1842STRATTON%20RD,%20Williamstown%20MA"
19-3655,2820,406,SCHOOL%20sT,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20sT,%20Williamstown%20MA"
19-3656,2821,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3666,2831,385,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=385NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3671,2836,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3676,2840,249,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249MAIN%20ST,%20Williamstown%20MA"
19-3677,2841,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3681,2845,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3692,2855,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3695,2858,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3696,2859,707,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=707SIMONDS%20RD,%20Williamstown%20MA"
19-3697,2860,398,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=398SPRING%20ST,%20Williamstown%20MA"
19-3699,2861,1090,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1090CHURCH%20ST,%20Williamstown%20MA"
19-3700,2863,F7,SOUTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=F7SOUTH%20ST,%20Williamstown%20MA"
19-3705,2867,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3708,2869,190,MAIN%20st,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20st,%20Williamstown%20MA"
19-3711,2872,1280,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1280COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3715,2876,99,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=99SIMONDS%20RD,%20Williamstown%20MA"
19-3719,2880,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3722,2882,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3726,2885,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3730,2889,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3735,2893,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3740,2897,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3746,2903,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3754,2909,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3756,2910,406,SCHOOL%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20ST,%20Williamstown%20MA"
19-3758,2912,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3760,2914,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3771,2924,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3780,2933,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3784,2937,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3794,2945,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3795,2946,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3800,2949,1946,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1946MAIN%20ST,%20Williamstown%20MA"
19-3801,2950,406,SCHOOL%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20ST,%20Williamstown%20MA"
19-3813,2959,454,BRIDGES%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=454BRIDGES%20RD,%20Williamstown%20MA"
19-3822,2967,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3824,2969,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3827,2972,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3837,2982,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3838,2983,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3842,2985,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-3845,2988,225,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=225COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3850,2992,107,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=107MAIN%20ST,%20Williamstown%20MA"
19-3857,2998,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-3864,3002,99,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=99SIMONDS%20RD,%20Williamstown%20MA"
19-3865,3003,146,ADAMS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=146ADAMS%20RD,%20Williamstown%20MA"
19-3866,3004,255,WATER%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=255WATER%20ST,%20Williamstown%20MA"
19-3867,3005,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3876,3013,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-3878,3015,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3887,3025,F8,WATER%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=F8WATER%20ST,%20Williamstown%20MA"
19-3897,3031,249,NORTH%20st,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20st,%20Williamstown%20MA"
19-3907,3038,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-3911,3042,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3951,3074,151,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=151COLD%20SPRING%20RD,%20Williamstown%20MA"
19-3954,3077,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
