,call_number,names,nums,white_oaks,lat,lon,geometry
181,19-2345,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
182,19-2359,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
183,19-2362,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
184,19-2365,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
185,19-2382,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
186,19-2391,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
187,19-2402,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
188,19-2404,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
189,19-2419,BALLOU_LN,,1,42.733052,-73.193891,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
190,19-2437,WATER_ST_+_MEACHAM_ST,,0,-73.2007416,42.7059136,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
191,19-2441,BELDEN_ST_+_BRYANT_ST,,0,-73.211758,42.716558,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
192,19-2465,WATER_ST_+_MEACHAM_ST,,0,-73.2007416,42.7059136,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
193,19-2476,SAND_SPRINGS_RD,1913,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
194,19-2491,MOUNTAIN_VIEW_ST,,1,42.7341307,-73.2045771,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
195,19-2504,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
196,19-2528,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
197,19-2537,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
198,19-2553,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
199,19-2606,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
200,19-2619,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
201,19-2620,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
202,19-2632,SAND_SPRINGS_RD,1913,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
203,19-2643,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
204,19-2653,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
205,19-2670,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
206,19-2679,LINDLEY_TER,2335,1,42.732197,-73.202274,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
207,19-2684,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
208,19-2686,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
209,19-2703,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
210,19-2704,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
211,19-2715,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
212,19-2724,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
213,19-2727,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
214,19-2764,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
215,19-2791,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
216,19-2804,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
217,19-2822,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
218,19-2834,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
219,19-2853,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
220,19-2869,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
221,19-2881,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
222,19-2895,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
223,19-2902,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
224,19-2910,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
225,19-2924,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
226,19-2947,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
227,19-2952,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
228,19-2954,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
229,19-2972,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
230,19-2973,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
231,19-2978,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
232,19-2988,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
233,19-2989,HARRISON_AVE,,1,42.733033,-73.198153,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
234,19-2990,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
235,19-2992,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
236,19-3015,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
237,19-3016,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
238,19-3024,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
239,19-3025,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
240,19-3040,THORNLIEBANK_RD_+_MAIN_ST,,0,-73.22005,42.716144,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
241,19-3048,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
242,19-3078,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
243,19-3085,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
244,19-3096,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
245,19-3120,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
246,19-3128,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
247,19-3131,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
248,19-3137,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
249,19-3164,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
250,19-3208,SUMMER_ST,,1,42.727871,-73.192805,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
251,19-3215,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
252,19-3220,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
253,19-3228,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
254,19-3237,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
255,19-3259,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
256,19-3278,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
257,19-3279,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
258,19-3298,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
259,19-3313,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
260,19-3315,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
261,19-3329,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
262,19-3349,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
263,19-3354,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
264,19-3356,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
265,19-3360,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
266,19-3371,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
267,19-3396,SIMONDS_RD_+_SAND_SPRINGS_RD,,0,-73.2062723,42.7350599,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
268,19-3338,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
269,19-3400,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
270,19-3406,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
271,19-3414,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
272,19-3438,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
273,19-3449,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
274,19-3450,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
275,19-3460,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
276,19-3489,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
277,19-3491,OBLONG_RD_+_HANCOCK_RD,,0,-73.263722,42.65267,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
278,19-3522,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
279,19-3540,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
280,19-3543,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
281,19-3544,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
282,19-3546,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
283,19-3560,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
284,19-3600,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
285,19-3641,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
286,19-3652,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
287,19-3658,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
288,19-3660,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
289,19-3662,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
290,19-3664,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
291,19-3680,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
292,19-3710,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
293,19-3717,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
294,19-3725,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
295,19-3728,MAIN_ST_+_COLONIAL_AVE,,0,-73.1918963,42.7075589,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
296,19-3729,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
297,19-3757,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
298,19-3759,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
299,19-3768,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
300,19-3775,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
301,19-3781,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
302,19-3809,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
303,19-3812,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
304,19-3813,BRIDGES_RD,454,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
305,19-3814,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
306,19-3820,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
307,19-3823,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
308,19-3836,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
309,19-3855,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
310,19-3860,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
311,19-3868,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
312,19-3875,NORTHWEST_HILL_RD_+_PETERSBURG_RD,,0,-73.224074,42.716795,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
313,19-3879,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
314,19-3889,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
315,19-3903,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
316,19-3908,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
317,19-3909,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
318,19-3910,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
319,19-3912,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
320,19-3929,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
321,19-3932,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
322,19-3934,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
323,19-3935,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
324,19-3938,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
325,19-3941,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
326,19-3943,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
327,19-3944,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
328,19-3946,MEACHAM_ST_+_LATHAM_ST,,0,-73.2021924,42.7085054,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
329,19-3956,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
330,19-3960,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
331,19-3968,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
332,19-4001,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
333,19-4006,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
334,19-4010,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
335,19-4013,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
336,19-4026,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
337,19-4052,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
338,19-4057,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
339,19-4063,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
340,19-4080,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
341,19-4101,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
342,19-4104,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
343,19-4202,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
344,19-4214,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
345,19-4217,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
346,19-4218,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
347,19-4219,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
348,19-4221,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
349,19-4231,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
350,19-4233,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
351,19-4241,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
352,19-4250,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
353,19-4259,HENDERSON_RD,496,1,42.73534659105047,-73.18395149114566,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
354,19-4261,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
355,19-4262,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
356,19-4274,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
357,19-4277,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
358,19-4280,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
359,19-4288,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
360,19-4290,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
361,19-4291,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
362,19-4306,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
